task,duration,hours,confidence,interest,severity,years of experience,team size,,,,,
Boards - Cards: Make the attachment/s in the Done column viewable,9945438.316,8.0,90.0,90.0,1,0.1971252566735110,35,,,,,
Forms - Tabs: Searched form will not be fetched when not on the first page of the pagination,2204142.22,4.0,5.0,5.0,1,1.111567419575630,35,,,,,
Scalema - Query follow up Questions: unable to update questions,2038019.754,4.0,5.0,5.0,1,2.631074606433950,24,,,,,
Update JobOfferNegotiationResourceTo Have A OneToOne Link To The Message Modal,12712254.759,11.0,8.0,10.0,1,3.780971937029430,19,,,,,
"Card - Edit Card Modal: The milestone field shows ""No Milestone""",14334348.453,4.0,5.0,5.0,1,0.2737850787132100,35,,,,,
Executive: Disciplinary Actions sidebar menu is missing on the org executive's account,1500000.0,4.0,5.0,5.0,1,1.7796030116358700,35,,,,,
Card - Edit Card Modal: Milestone was removed after non lead edited card information,2238571.019,4.0,5.0,5.0,1,1.998631074606430,35,,,,,
Executive - Create new workforce: Not all Org executives are added automatically,5640000.0,4.0,5.0,5.0,1,2.2669404517453800,40,,,,,
Supervisor/Manager: Employee Leaves- Filed leave got duplicated,4692772.668,4.0,5.0,5.0,1,0.5776865160848730,40,,,,,
Desktop App: Clicking Open in HQZen won't open the card comments panel in hqzen,14580000.0,4.0,5.0,5.0,1,1.78507871321013,15,,,,,
Incident Reports email: Clicking See more button redirects user to 404,5275632.360000000,7.0,10.0,10.0,1,2.2477754962354600,45,,,,,
HQZen Administration - Executive - Accountabilities: Infinite loading in viewing employees accountabilities,6180000.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Administration-Workforce Executives: Revoking access to an executive doesn't work,15360000.0,10.0,10.0,10.0,1,1.2813141683778200,40,,,,,
Chats Improvements: Update chats fetching for a particular message thread to utilise the updated JobPostingMessageResource,25320000.0,10.0,5.0,5.0,1,0.6187542778918550,27,,,,,
Research: Create Help Center Chatbot,11319650.210000000,4.0,5.0,5.0,1,0.2737850787132100,24,,,,,
Create New Script: Verify that the Org Exec should only fill out Release Date and Contract Options,10724564.204,7.0,85.0,89.0,1,0.6570841889117040,7,,,,,
Boards - Card Filter: No indicator/indication that filter is being used,4748620.012,4.0,90.0,90.0,1,1.2785763175906900,35,,,,,
Research on Jetpack Compose,6213722.586,4.0,5.0,5.0,1,0.1971252566735110,19,,,,,
Ministry Message Blocks: Implement a Dedicated Display Page for the Scalema AI Message Blocks,9660000.0,12.0,9.0,10.0,1,0.35044490075290900,19,,,,,
Ministry Message Blocks: Implement Side Panel For Creating Message Blocks,11352112.903000000,16.0,6.0,7.0,1,0.31211498973306000,19,,,,,
Ministry Message Blocks: Create Confirmation Modals for Message Block Panel Pop-up Notification,5660208.4180000000,8.0,7.0,8.0,1,0.31211498973306000,19,,,,,
Manager/Supervisor: Unsupported File Formats During the Process of Placing an Employee on Administrative Leave.,5040000.0,16.0,6.0,9.0,1,0.3258042436687200,40,,,,,
Manager/Supervisor: Wrong counts on the Administrative leave tab,6001694.46,4.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Employment-DAF: Date filed changes into the date it was Acknowledged,5422403.712,4.0,5.0,5.0,1,0.785763175906913,35,,,,,
Scalema: Transition Layer,10800000.0,28.0,90.0,100.0,1,2.2477754962354600,46,,,,,
Scalema: Conversational Layer Information Aid,12960000.0,24.0,100.0,100.0,1,2.2477754962354600,46,,,,,
Scalema: Client Acquisition Through Facebook Forms,5940000.0,10.0,100.0,100.0,1,2.2477754962354600,46,,,,,
Ministry Message Blocks: Add dagre-d3 in Ministry,3780000.0,4.0,10.0,10.0,1,1.8069815195071900,19,,,,,
Jobs Board - Columns: Redundant space with undersized collapsed columns when redirected to the jobs board,2737040.011,4.0,5.0,5.0,1,2.91854893908282,46,,,,,
|Desktop Improvements || 10 min countdown timer for offline resets to 60 mins after countdown|,3000000.0,4.0,5.0,5.0,1,1.78507871321013,15,,,,,
Email Template Redesign: Client Pricing Message to Trusted Partner,4920000.0,8.0,8.0,8.0,1,2.1820670773442800,24,,,,,
Missing TimeStamps In App Usage Report,11355732.598000000,5.0,7.0,8.0,1,2.841889117043120,19,,,,,
Chats Improvements: Update the new-job-offer-negotiation websocket event to new-message websocket event when a new negotiation message is created,4181839.4820000000,2.0,5.0,5.0,1,0.35044490075290900,27,,,,,
Scalema: Fix Query Panel on Client Side,3987612.177,4.0,5.0,5.0,1,0.35044490075290900,19,,,,,
Desktop App: Edit Milestone tab to Milestones tab,1226093.747,4.0,5.0,5.0,1,0.1971252566735110,15,,,,,
Boards - Make a copy: Options should be clickable only when properties are present,3669870.566,5.0,100.0,100.0,1,1.5003422313483900,35,,,,,
Help Center - Topics: Video keeps on encoding,6395418.233,12.0,70.0,70.0,1,1.2785763175906900,35,,,,,
Ministry AI Settings: Display All AI Model Configs (2),4171330.608,3.0,90.0,100.0,1,2.2477754962354600,41,,,,,
HQA Separation Feature - Resignation,5228915.331,7.0,90.0,100.0,1,1.1827515400410700,46,,,,,
SME - Disciplinary Actions: Add filter for filtering forms by department and by teams,6117436.87,4.0,5.0,5.0,1,1.9219712525667400,45,,,,,
Executive - Incident Reports: IRs created by an Executive account are not being received by the HR group in the tech,11520000.0,6.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Employment - Timelog: Can file a timelog issue when changing a schedule to rest day for the current day,3240000.0,4.0,5.0,5.0,1,0.3586584531143050,40,,,,,
Ministry Message Blocks: Initialize D3 Component,7440000.0,4.0,5.0,5.0,1,0.31211498973306000,19,,,,,
Executive - Employee Overview -Payroll: Inaccurate Hours display in Employee Overview,3240000.0,4.0,5.0,5.0,1,0.3586584531143050,45,,,,,
Organization-Employment Policy-Payroll Policy: Category Name for Holidays not found,3600000.0,10.0,10.0,10.0,1,2.2477754962354600,45,,,,,
Negotiations: Countering offer Submit button is named Send email,2520000.0,1.0,10.0,10.0,1,3.8193018480492800,21,,,,,
Desktop App - Task page: Searching for non existing task will fetch newly added subtask,7500000.0,4.0,5.0,5.0,1,1.78507871321013,15,,,,,
|Firebase || AppOnTopHelper$getScreenShotUuid|,22650336.428,16.0,8.0,8.0,1,2.841889117043120,19,,,,,
Ministry Message Blocks: Add Card Design for AI_PROMPT Message Blocks,3923111.457,4.0,5.0,5.0,1,2.2477754962354600,19,,,,,
Ministry Message Blocks: Add Card Design for FIXED Message Blocks,6690340.066,4.0,5.0,5.0,1,2.2477754962354600,19,,,,,
Ministry Message Blocks: Add Card Design for USER_INPUT Message Blocks,4200000.0,3.0,10.0,10.0,1,1.8069815195071900,19,,,,,
Ministry Message Blocks: Add Card Design for CONDITIONAL Message Blocks,5160000.0,3.0,10.0,10.0,1,0.31211498973306000,19,,,,,
Ministry Message Blocks: Add Card Design for DATA_COLLECTION Message Blocks,5400000.0,6.0,9.0,10.0,1,0.35044490075290900,19,,,,,
Ministry Message Blocks: Add Card Design for MESSAGE_CONDITIONAL blocks,4380000.0,4.0,10.0,10.0,1,1.8069815195071900,19,,,,,
Ministry Message Blocks Integration: Integrate the creation of Message Blocks through the Side Panel,7311307.502000000,16.0,9.0,10.0,1,0.35044490075290900,19,,,,,
Ministry Message Blocks Integration: Integrate Updating of Message Blocks through the Side Panel,28873094.861,24.0,6.0,8.0,1,0.31211498973306000,19,,,,,
Your Tasks-Scheduled Tasks: User automatically timed in to no task after marking task as Done,14496464.452,8.0,10.0,10.0,1,3.780971937029430,19,,,,,
Personal Board: Missing sort button,8100000.0,20.0,80.0,75.0,1,0.2737850787132100,35,,,,,
Desktop App: Modify position of sub titles and content on the Schedule Details section,3305906.196,5.0,8.0,8.0,1,2.2477754962354600,15,,,,,
Executive/Supervisor: Administrative Leave: Sort Functionality does not work,2580000.0,4.0,5.0,5.0,1,1.864476386036960,45,,,,,
Supervisor/Manager - Payroll Issues: The banners of the Rejected/Approved issues do not display the Day and Time.,4163421.976,6.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Executive/Manager/Supervisor - Payroll Issues - Schedule Issues: Misplaced comment button,2340000.0,4.0,5.0,5.0,1,0.1971252566735110,45,,,,,
Feature Milestone - Milestone Subtasks: Enabling the pivot button on a subtask that has been timed into deletes the subtask permanently,8460000.0,6.0,60.0,80.0,1,1.2785763175906900,35,,,,,
Boards - Card : The card author is not able to see the acceptance modal of members requesting to join a private card,6363302.243,8.0,100.0,100.0,1,1.864476386036960,37,,,,,
|Employment - 201 Files: When an amendment is made,12060000.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Card - Group Estimation: Skipping and submitting a response for existing cards redirects to a 404 page,3482868.83,4.0,5.0,5.0,1,1.864476386036960,37,,,,,
Include Employment Policy Region To Returned Payload In `employment-company-information` endpoint,9017780.952,9.0,8.0,10.0,1,3.780971937029430,19,,,,,
Board - Card: Closing the group estimation will set the card to no milestone,2940000.0,10.0,100.0,100.0,1,1.2813141683778200,37,,,,,
HQZen Boards - Card: Empty Description in the cards,8607017.911,12.0,98.0,100.0,1,0.30116358658453100,37,,,,,
Recruitment : Unable to create a Public Job posting,3339004.225,4.0,5.0,5.0,1,0.35044490075290900,27,,,,,
[MODEL] HQZen > HR > Separation V1: Breach of Contract Model Changes,5940000.0,10.0,10.0,10.0,1,1.8590006844627000,45,,,,,
[API] HQZen > SMExecutive > Separation V1: Resignations List Page,15660000.0,30.0,5.0,7.0,1,0.3258042436687200,45,,,,,
[API] HQZen > SMExecutive > Separation V1: Resignation Details Page,10380000.0,16.0,20.0,20.0,1,2.2477754962354600,45,,,,,
[API] HQZen > HR > Separation V1: Breach of Contract Waiving,7528514.856,16.0,9.0,9.0,1,2.2477754962354600,45,,,,,
[API] HQZen > HR > Separation V1: Resignation Widrawal Approval or Rejection,8988110.26,16.0,9.0,9.0,1,2.2477754962354600,45,,,,,
[Integration] HQZen > SMExecutive > Separation V1: Resignations List Page,28429928.419,48.0,5.0,7.0,1,0.3258042436687200,45,,,,,
[Integration] HQZen > SMExecutive > Separation V1: Resignation Details Page,14040000.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
[Integration] HQZen > HR > Separation V1: Breach of Contract Waiving,6973359.223,9.0,9.0,9.0,1,2.2477754962354600,45,,,,,
[Integration] HQZen > HR > Separation V1: Resignation Widrawal Approval or Rejection,15768260.223,9.0,9.0,9.0,1,2.2477754962354600,45,,,,,
Scalema: Extra spacing in between Landing Page sections,4099497.6480000000,4.0,5.0,5.0,1,2.2477754962354600,24,,,,,
Supervisor/Manager - Employees: Hours worked Today are not 1:1 with the Timelogs,2460000.0,4.0,5.0,5.0,1,1.2813141683778200,45,,,,,
Scheduled Tasks : Deleting a repeating scheduled task doesn't function properly,2760768.0950000000,1.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Landing Page- Unrecognizable color for Product and Support in small screen view,3873618.856,4.0,5.0,5.0,1,1.9219712525667400,45,,,,,
Supervisor/Manager - Accountabilities : Implement a date range or time period that an employee can use the borrowed items,2509422.0810000000,1.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Administrative Leave- End date is not working as Expected,10020000.0,14.0,10.0,10.0,1,2.2477754962354600,45,,,,,
Unblock Request Email: View request brings user to 404 page,11400000.0,5.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Manager/Supervisor : Timed-in employees do not reflect in the Timed In column on Employees page,128943.78,4.0,5.0,5.0,1,0.1971252566735110,45,,,,,
Executive/Manager/Supervisor - Payroll Issues : Counts display depending on the open tab,4979848.723,2.0,8.0,8.0,1,0.1971252566735110,45,,,,,
Scalema: Unintentional Dragging Down on Conversation Generation,13260000.0,15.0,100.0,100.0,1,2.2477754962354600,46,,,,,
Supervisor/Manager - Employees - Documents : Double empty state.,3902630.248,4.0,5.0,5.0,1,2.2669404517453800,45,,,,,
Executive: Accountabilities sidebar menu is missing on the org executive's account,8040000.0,8.0,10.0,10.0,1,0.3586584531143050,45,,,,,
HQZen Administration - Executive - Employees - 201 File - Movements: Unable to view PCN Attachment,8880000.0,5.0,10.0,10.0,1,0.3586584531143050,45,,,,,
Administration - Platform Settings: Remove default configuration option for apps and websites,5411818.977,3.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Employment-Timelogs: Employee logged in as undertime instead of absent,6279725.048,5.0,10.0,10.0,1,0.1971252566735110,45,,,,,
Reports: No container for delete/remove icon,4513490.34,2.0,10.0,10.0,1,0.1971252566735110,45,,,,,
Executive-Administrative Leave: Include the End date as a part of the Leave,3885642.1490000000,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Scalema: Create Ministry Tool for Auto Populating Client Query,4756181.02,6.0,8.0,8.0,1,2.1820670773442800,24,,,,,
|Camera ActivityResultContract || Personal Board|,11804848.734,4.0,5.0,5.0,1,3.780971937029430,21,,,,,
[API] HQZen > Employee > Separation V1: Resignation Withdrawal,8520000.0,20.0,8.0,8.0,1,0.3586584531143050,45,,,,,
[Integration] HQZen > Employee > Separation V1: Resignation Withdrawal,21633079.65,20.0,8.0,9.0,1,0.3586584531143050,45,,,,,
Use Pagination Adapter When Displaying Milestones In Personal Board Card,15665911.538,4.0,5.0,5.0,1,2.841889117043120,21,,,,,
Only Show Comments Icon & Badge For Hqzen Cards,30637506.287,16.0,8.0,9.0,1,2.841889117043120,21,,,,,
Employees: Add a border on search input field,16680000.0,8.0,7.0,8.0,1,0.3258042436687200,45,,,,,
Supervisor/Manager/Executive - Employees - Activities: User can navigate to the next day while using arrows,6740784.771,2.0,8.0,8.0,1,0.1971252566735110,45,,,,,
Employment - Incident Reports: Acknowledging Incident Report removes the IR from the list,6608875.8440000000,6.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Employment- Leaves: Add Start and End date of Leave,5054413.441,4.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Managers/Supervisors- Employee: Pagination is found together with the empty state,3446580.4040000000,4.0,5.0,5.0,1,0.3586584531143050,45,,,,,
Scalema - Trusted partner : Summary details are lost when a query expires,1860000.0,8.0,80.0,80.0,1,2.1820670773442800,24,,,,,
Scalema - Trusted Partner : Unable to view the draft job postings,7213444.3150000000,10.0,8.0,8.0,1,2.1820670773442800,24,,,,,
Executive/Manger - Scheduled Tasks: Wrong redirection when clicking employees name,4121493.4480000000,4.0,5.0,5.0,1,0.1971252566735110,45,,,,,
Personal Board: User can mark all subtask as done without attachment,4654218.596,4.0,100.0,100.0,1,1.5003422313483900,35,,,,,
Sign Up Page: Swap the position of Looking for A Job and Setting up a Business Options,9464231.614,4.0,5.0,5.0,1,0.785763175906913,30,,,,,
Profile: Users with applied jobs can delete resume,7395589.545,4.0,5.0,5.0,1,0.5338809034907600,30,,,,,
Administration - Schedule Templates - Create: The search bar of the timezone drop down menu for the timezone is missing,5507203.68,4.0,5.0,5.0,1,0.4024640657084190,30,,,,,
[Integration] HQZen > Employment > Separation V1: Resignation Details,17880000.0,30.0,5.0,7.0,1,0.3258042436687200,45,,,,,
[Integration] HQZen > Employment > Separation V1: Filing/Editing of Resignation,15745826.393,20.0,8.0,8.0,1,0.3586584531143050,45,,,,,
[API] HQZen > Employment > Separation V1: Resignation Details,25741022.437,30.0,5.0,6.0,1,0.3258042436687200,45,,,,,
[API] HQZen > Employment > Separation V1: Filing/Editing of Resignation,17100000.0,20.0,8.0,8.0,1,0.3586584531143050,45,,,,,
Fix TODOs in mobile backend - HQZEN Copy,9823835.862,4.0,5.0,5.0,1,3.780971937029430,21,,,,,
Mobile: Request for a Schedule Change Modal Feature (Dev Card) Copy Copy,4750298.935,4.0,5.0,5.0,1,2.841889117043120,21,,,,,
Administration - Staff - Edit Contact workflow: Unable to update editable fields of the contract,5611983.25,4.0,5.0,5.0,1,0.5776865160848730,30,,,,,
|Firebase || AppOnTopHelper$getScreenShotUuid Copy|,8231766.625,4.0,5.0,5.0,1,3.8193018480492800,21,,,,,
Forms: Search functionality does not fetch forms Copy,11821705.433000000,4.0,5.0,5.0,1,2.841889117043120,21,,,,,
Your Tasks: Android 9 and 11 cannot time in to pivotable tasks Copy,733972.609,4.0,5.0,5.0,1,3.780971937029430,21,,,,,
Format custom logs timestamp to human readable time Copy,5040000.0,4.0,5.0,5.0,1,1.73305954825462,21,,,,,
ScalemaPricingSummaryTable Unit Test,5254947.447,15.0,7.0,9.0,1,0.2737850787132100,24,,,,,
ScalemaQueryDetailsPanel Unit Test,5855691.153,4.0,5.0,5.0,1,2.1820670773442800,24,,,,,
ScalemaViewContractModal Unit Test,6611845.697,6.0,80.0,80.0,1,0.2026009582477760,24,,,,,
Jobs Board- Open Jobs: Searching and filtering of job posting moves the columns down,4057073.461,5.0,5.0,5.0,1,0.1971252566735110,30,,,,,
